ID,adj.P.Val,P.Value,F,Gene.symbol,Gene.title
1559479_at,3.35E-01,2.89E-01,1.25,SEPSECS-AS1,SEPSECS antisense RNA 1 (head to head)
222631_at,5.38E-03,2.60E-03,6.23,SEPSECS-AS1///PI4K2B,SEPSECS antisense RNA 1 (head to head)///phosphatidylinositol 4-kinase type 2 beta
227552_at,1.08E-01,7.96E-02,2.58,SEPT1,septin 1
214720_x_at,3.50E-07,4.02E-08,1.94E+01,SEPT10,septin 10
212698_s_at,3.34E-06,5.43E-07,1.61E+01,SEPT10,septin 10
201308_s_at,2.61E-14,2.32E-16,4.79E+01,SEPT11,septin 11
230071_at,2.19E-03,9.28E-04,7.37,SEPT11,septin 11
201307_at,3.54E-03,1.61E-03,6.76,SEPT11,septin 11
214293_at,4.05E-02,2.59E-02,3.76,SEPT11,septin 11
230947_at,9.21E-06,1.74E-06,1.47E+01,SEPT12,septin 12
200778_s_at,6.43E-15,4.32E-17,5.08E+01,SEPT2,septin 2
200015_s_at,8.74E-12,1.93E-13,3.69E+01,SEPT2,septin 2
1554747_a_at,7.24E-11,2.22E-12,3.31E+01,SEPT2,septin 2
1559038_at,1.33E-02,7.27E-03,5.11,SEPT2,septin 2
232637_at,1.02E-01,7.41E-02,2.65,SEPT2,septin 2
223362_s_at,2.97E-04,9.42E-05,9.95,SEPT3,septin 3
210657_s_at,9.20E-03,4.80E-03,5.56,SEPT4,septin 4
210348_at,5.40E-02,3.60E-02,3.41,SEPT4,septin 4
233006_at,3.86E-01,3.39E-01,1.09,SEPT4,septin 4
209769_s_at,1.08E-01,7.93E-02,2.58,SEPT5-GP1BB,SEPT5-GP1BB readthrough
209768_s_at,2.72E-01,2.28E-01,1.5,SEPT5-GP1BB,SEPT5-GP1BB readthrough
209767_s_at,2.01E-03,8.39E-04,7.48,SEPT5-GP1BB///SEPT5///GP1BB,SEPT5-GP1BB readthrough///septin 5///glycoprotein Ib platelet beta subunit
206655_s_at,3.24E-03,1.45E-03,6.87,SEPT5-GP1BB///SEPT5///GP1BB,SEPT5-GP1BB readthrough///septin 5///glycoprotein Ib platelet beta subunit
212413_at,2.30E-10,8.58E-12,3.11E+01,SEPT6,septin 6
1555526_a_at,2.04E-07,2.16E-08,2.02E+01,SEPT6,septin 6
214298_x_at,3.00E-07,3.38E-08,1.97E+01,SEPT6,septin 6
212415_at,1.14E-04,3.12E-05,1.12E+01,SEPT6,septin 6
213666_at,5.23E-03,2.52E-03,6.26,SEPT6,septin 6
1565823_at,4.22E-05,9.99E-06,1.26E+01,SEPT7,septin 7
217721_at,5.29E-04,1.82E-04,9.2,SEPT7,septin 7
213151_s_at,7.94E-04,2.90E-04,8.67,SEPT7,septin 7
244508_at,4.86E-01,4.41E-01,8.23E-01,SEPT7,septin 7
230450_at,2.24E-02,1.32E-02,4.47,SEPT7-AS1,SEPT7 antisense RNA 1 (head to head)
1569973_at,1.27E-07,1.25E-08,2.10E+01,SEPT7P2,septin 7 pseudogene 2
1569974_x_at,8.74E-04,3.25E-04,8.54,SEPT7P2,septin 7 pseudogene 2
230355_at,2.62E-03,1.14E-03,7.14,SEPT7P2,septin 7 pseudogene 2
228147_at,7.86E-02,5.52E-02,2.96,SEPT7P2,septin 7 pseudogene 2
1556222_at,9.04E-02,6.48E-02,2.79,SEPT7P9,septin 7 pseudogene 9
208999_at,2.56E-15,1.48E-17,5.27E+01,SEPT8,septin 8
209000_s_at,5.55E-12,1.13E-13,3.77E+01,SEPT8,septin 8
226627_at,7.14E-05,1.81E-05,1.19E+01,SEPT8,septin 8
41220_at,1.25E-06,1.74E-07,1.76E+01,SEPT9,septin 9
208657_s_at,4.06E-04,1.35E-04,9.54,SEPT9,septin 9
1559025_at,4.75E-04,1.62E-04,9.33,SEPT9,septin 9
207425_s_at,6.82E-03,3.41E-03,5.93,SEPT9,septin 9
1555851_s_at,9.48E-03,4.97E-03,5.52,SEPW1,"selenoprotein W, 1"
201194_at,6.98E-02,4.81E-02,3.1,SEPW1,"selenoprotein W, 1"
1569864_at,6.32E-06,1.13E-06,1.52E+01,SERAC1,serine active site containing 1
232183_at,1.46E-01,1.11E-01,2.23,SERAC1,serine active site containing 1
209669_s_at,1.14E-06,1.57E-07,1.77E+01,SERBP1,SERPINE1 mRNA binding protein 1
210466_s_at,3.97E-05,9.33E-06,1.27E+01,SERBP1,SERPINE1 mRNA binding protein 1
227369_at,9.06E-04,3.38E-04,8.5,SERBP1,SERPINE1 mRNA binding protein 1
217725_x_at,1.96E-03,8.18E-04,7.51,SERBP1,SERPINE1 mRNA binding protein 1
217724_at,1.64E-02,9.28E-03,4.85,SERBP1,SERPINE1 mRNA binding protein 1
228129_at,2.14E-01,1.73E-01,1.78,SERBP1,SERPINE1 mRNA binding protein 1
210076_x_at,9.08E-01,8.97E-01,1.09E-01,SERBP1,SERPINE1 mRNA binding protein 1
223538_at,2.40E-03,1.03E-03,7.25,SERF1B///SERF1A,small EDRK-rich factor 1B///small EDRK-rich factor 1A
223539_s_at,1.04E-02,5.53E-03,5.41,SERF1B///SERF1A,small EDRK-rich factor 1B///small EDRK-rich factor 1A
219982_s_at,6.08E-01,5.68E-01,5.68E-01,SERF1B///SERF1A,small EDRK-rich factor 1B///small EDRK-rich factor 1A
218680_x_at,8.89E-07,1.18E-07,1.80E+01,SERF2-C15ORF63///MIR1282///HYPK///SERF2,SERF2-C15orf63 readthrough///microRNA 1282///huntingtin interacting protein K///small EDRK-rich factor 2
233746_x_at,1.84E-05,3.86E-06,1.37E+01,SERF2-C15ORF63///MIR1282///HYPK///SERF2,SERF2-C15orf63 readthrough///microRNA 1282///huntingtin interacting protein K///small EDRK-rich factor 2
232983_s_at,2.75E-03,1.20E-03,7.08,SERGEF,secretion regulating guanine nucleotide exchange factor
223483_at,2.64E-02,1.59E-02,4.27,SERGEF,secretion regulating guanine nucleotide exchange factor
220482_s_at,2.09E-01,1.68E-01,1.81,SERGEF,secretion regulating guanine nucleotide exchange factor
217276_x_at,8.29E-03,4.26E-03,5.69,SERHL2,serine hydrolase-like 2
217284_x_at,2.91E-01,2.46E-01,1.42,SERHL2,serine hydrolase-like 2
214243_s_at,5.31E-03,2.57E-03,6.24,SERHL2///SERHL,serine hydrolase-like 2///serine hydrolase-like (pseudogene)
208671_at,1.14E-06,1.58E-07,1.77E+01,SERINC1,serine incorporator 1
224762_at,4.38E-05,1.04E-05,1.25E+01,SERINC2,serine incorporator 2
222961_at,1.73E-02,9.84E-03,4.79,SERINC2,serine incorporator 2
220490_at,4.53E-02,2.94E-02,3.62,SERINC2,serine incorporator 2
220489_s_at,3.51E-01,3.05E-01,1.2,SERINC2,serine incorporator 2
211769_x_at,1.90E-08,1.40E-09,2.39E+01,SERINC3,serine incorporator 3
221473_x_at,6.85E-08,6.10E-09,2.19E+01,SERINC3,serine incorporator 3
221471_at,1.38E-05,2.79E-06,1.41E+01,SERINC3,serine incorporator 3
221472_at,3.67E-04,1.20E-04,9.68,SERINC3,serine incorporator 3
212812_at,3.58E-01,3.11E-01,1.18,SERINC5,serine incorporator 5
200971_s_at,1.09E-04,2.96E-05,1.13E+01,SERP1,stress-associated endoplasmic reticulum protein 1
200970_s_at,1.26E-04,3.52E-05,1.11E+01,SERP1,stress-associated endoplasmic reticulum protein 1
235475_at,2.22E-04,6.73E-05,1.03E+01,SERP1,stress-associated endoplasmic reticulum protein 1
200969_at,6.12E-03,3.01E-03,6.07,SERP1,stress-associated endoplasmic reticulum protein 1
228044_at,5.46E-14,5.35E-16,4.64E+01,SERP2,stress-associated endoplasmic reticulum protein family member 2
239890_s_at,1.18E-03,4.57E-04,8.16,SERP2,stress-associated endoplasmic reticulum protein family member 2
239889_at,2.09E-03,8.78E-04,7.43,SERP2,stress-associated endoplasmic reticulum protein family member 2
240668_s_at,1.91E-02,1.10E-02,4.66,SERP2,stress-associated endoplasmic reticulum protein family member 2
240667_at,1.21E-01,9.05E-02,2.45,SERP2,stress-associated endoplasmic reticulum protein family member 2
1558727_at,2.08E-01,1.67E-01,1.81,SERP2,stress-associated endoplasmic reticulum protein family member 2
211429_s_at,1.95E-04,5.80E-05,1.05E+01,SERPINA1,serpin family A member 1
202833_s_at,6.38E-04,2.26E-04,8.95,SERPINA1,serpin family A member 1
211428_at,7.72E-03,3.93E-03,5.78,SERPINA1,serpin family A member 1
230318_at,1.13E-02,6.05E-03,5.31,SERPINA1,serpin family A member 1
220626_at,6.64E-07,8.44E-08,1.85E+01,SERPINA10,serpin family A member 10
1552544_at,6.23E-02,4.23E-02,3.24,SERPINA12,serpin family A member 12
208531_at,5.16E-03,2.48E-03,6.28,SERPINA2,serpin family A member 2 (gene/pseudogene)
202376_at,6.50E-06,1.17E-06,1.52E+01,SERPINA3,serpin family A member 3
213874_at,2.13E-01,1.72E-01,1.78,SERPINA4,serpin family A member 4
209443_at,2.83E-04,8.90E-05,1.00E+01,SERPINA5,serpin family A member 5
206325_at,1.92E-01,1.53E-01,1.9,SERPINA6,serpin family A member 6
206386_at,7.95E-02,5.59E-02,2.95,SERPINA7,serpin family A member 7
1553499_s_at,1.89E-01,1.50E-01,1.92,SERPINA9,serpin family A member 9
228726_at,8.53E-02,6.06E-02,2.86,SERPINB1,serpin family B member 1
213572_s_at,2.82E-01,2.37E-01,1.45,SERPINB1,serpin family B member 1
239213_at,4.63E-01,4.18E-01,8.79E-01,SERPINB1,serpin family B member 1
212268_at,7.44E-01,7.15E-01,3.36E-01,SERPINB1,serpin family B member 1
214539_at,4.21E-01,3.75E-01,9.89E-01,SERPINB10,serpin family B member 10
1552463_at,7.77E-02,5.45E-02,2.97,SERPINB11,serpin family B member 11 (gene/pseudogene)
1553057_at,7.08E-02,4.90E-02,3.09,SERPINB12,serpin family B member 12
217272_s_at,4.11E-07,4.86E-08,1.92E+01,SERPINB13,serpin family B member 13
216258_s_at,1.67E-05,3.44E-06,1.39E+01,SERPINB13,serpin family B member 13
211361_s_at,2.57E-05,5.65E-06,1.33E+01,SERPINB13,serpin family B member 13
215817_at,5.27E-04,1.82E-04,9.2,SERPINB13,serpin family B member 13
211362_s_at,1.08E-02,5.76E-03,5.36,SERPINB13,serpin family B member 13
216257_at,3.53E-01,3.06E-01,1.2,SERPINB13,serpin family B member 13
204614_at,1.74E-08,1.26E-09,2.40E+01,SERPINB2,serpin family B member 2
209719_x_at,3.43E-06,5.60E-07,1.61E+01,SERPINB3,serpin family B member 3
209720_s_at,5.83E-05,1.44E-05,1.21E+01,SERPINB3,serpin family B member 3
211906_s_at,7.63E-07,9.89E-08,1.83E+01,SERPINB4,serpin family B member 4
210413_x_at,2.36E-07,2.55E-08,2.00E+01,SERPINB4///SERPINB3,serpin family B member 4///serpin family B member 3
204855_at,1.28E-03,5.04E-04,8.05,SERPINB5,serpin family B member 5
1555551_at,4.69E-01,4.24E-01,8.64E-01,SERPINB5,serpin family B member 5
211474_s_at,3.37E-03,1.52E-03,6.82,SERPINB6,serpin family B member 6
1556950_s_at,5.50E-03,2.67E-03,6.2,SERPINB6,serpin family B member 6
231655_x_at,2.20E-01,1.79E-01,1.74,SERPINB6,serpin family B member 6
231628_s_at,7.87E-01,7.62E-01,2.73E-01,SERPINB6,serpin family B member 6
206421_s_at,8.88E-07,1.18E-07,1.80E+01,SERPINB7,serpin family B member 7
1554616_at,1.39E-04,3.91E-05,1.10E+01,SERPINB8,serpin family B member 8
206034_at,1.13E-03,4.36E-04,8.21,SERPINB8,serpin family B member 8
209722_s_at,8.42E-04,3.11E-04,8.59,SERPINB9,serpin family B member 9
242814_at,4.00E-01,3.53E-01,1.05,SERPINB9,serpin family B member 9
209723_at,6.97E-01,6.64E-01,4.11E-01,SERPINB9,serpin family B member 9
239186_at,1.35E-04,3.79E-05,1.10E+01,SERPINB9P1,serpin family B member 9 pseudogene 1
1554491_a_at,3.42E-06,5.57E-07,1.61E+01,SERPINC1,serpin family C member 1
210049_at,1.16E-01,8.61E-02,2.5,SERPINC1,serpin family C member 1
205576_at,4.92E-01,4.47E-01,8.10E-01,SERPIND1,serpin family D member 1
1568765_at,8.26E-04,3.04E-04,8.62,SERPINE1,serpin family E member 1
202627_s_at,4.92E-01,4.47E-01,8.09E-01,SERPINE1,serpin family E member 1
202628_s_at,7.81E-01,7.56E-01,2.81E-01,SERPINE1,serpin family E member 1
212190_at,6.67E-04,2.38E-04,8.89,SERPINE2,serpin family E member 2
227487_s_at,8.53E-01,8.35E-01,1.80E-01,SERPINE2,serpin family E member 2
202283_at,6.59E-04,2.35E-04,8.91,SERPINF1,serpin family F member 1
205075_at,1.04E-07,9.87E-09,2.13E+01,SERPINF2,serpin family F member 2
200986_at,2.63E-01,2.19E-01,1.53,SERPING1,serpin family G member 1
207714_s_at,1.58E-09,7.90E-11,2.79E+01,SERPINH1,serpin family H member 1
205352_at,8.71E-05,2.29E-05,1.16E+01,SERPINI1,serpin family I member 1
207636_at,2.50E-02,1.50E-02,4.34,SERPINI2,serpin family I member 2
223394_at,6.51E-03,3.23E-03,5.99,SERTAD1,SERTA domain containing 1
202656_s_at,1.45E-04,4.13E-05,1.09E+01,SERTAD2,SERTA domain containing 2
202657_s_at,1.71E-03,7.00E-04,7.68,SERTAD2,SERTA domain containing 2
219382_at,9.95E-03,5.25E-03,5.46,SERTAD3,SERTA domain containing 3
235337_at,1.17E-14,8.83E-17,4.96E+01,SERTAD4,SERTA domain containing 4
229674_at,1.92E-12,3.29E-14,3.96E+01,SERTAD4,SERTA domain containing 4
230660_at,3.70E-12,7.08E-14,3.84E+01,SERTAD4,SERTA domain containing 4
233907_s_at,4.14E-07,4.90E-08,1.92E+01,SERTAD4,SERTA domain containing 4
230121_at,1.74E-08,1.26E-09,2.40E+01,SERTAD4-AS1,SERTAD4 antisense RNA 1
241672_at,2.82E-01,2.38E-01,1.45,SERTM1,serine rich and transmembrane domain containing 1
218346_s_at,1.65E-08,1.19E-09,2.41E+01,SESN1,sestrin 1
223196_s_at,9.59E-05,2.56E-05,1.15E+01,SESN2,sestrin 2
223195_s_at,5.63E-02,3.77E-02,3.36,SESN2,sestrin 2
225123_at,3.22E-11,8.79E-13,3.45E+01,SESN3,sestrin 3
242899_at,2.19E-04,6.62E-05,1.04E+01,SESN3,sestrin 3
235150_at,2.85E-04,8.99E-05,1.00E+01,SESN3,sestrin 3
1553869_at,4.36E-04,1.46E-04,9.45,SESN3,sestrin 3
235683_at,1.47E-03,5.89E-04,7.87,SESN3,sestrin 3
235684_s_at,2.32E-03,9.92E-04,7.29,SESN3,sestrin 3
242906_at,7.51E-03,3.80E-03,5.81,SESN3,sestrin 3
227041_at,8.06E-10,3.64E-11,2.90E+01,SESTD1,SEC14 and spectrin domain containing 1
226763_at,6.69E-07,8.52E-08,1.85E+01,SESTD1,SEC14 and spectrin domain containing 1
228088_at,1.01E-05,1.94E-06,1.46E+01,SESTD1,SEC14 and spectrin domain containing 1
213048_s_at,8.44E-09,5.47E-10,2.52E+01,SET,SET nuclear proto-oncogene
210231_x_at,3.79E-05,8.85E-06,1.27E+01,SET,SET nuclear proto-oncogene
227478_at,9.25E-11,2.95E-12,3.27E+01,SETBP1,SET binding protein 1
205933_at,2.33E-09,1.24E-10,2.73E+01,SETBP1,SET binding protein 1
213202_at,2.48E-01,2.05E-01,1.6,SETD1A,SET domain containing 1A
213153_at,8.08E-02,5.70E-02,2.93,SETD1B,SET domain containing 1B
212493_s_at,1.01E-04,2.70E-05,1.14E+01,SETD2,SET domain containing 2
215038_s_at,2.72E-04,8.51E-05,1.01E+01,SETD2,SET domain containing 2
220946_s_at,6.74E-04,2.41E-04,8.88,SETD2,SET domain containing 2
229940_at,2.69E-07,2.99E-08,1.98E+01,SETD3,SET domain containing 3
212465_at,1.03E-04,2.77E-05,1.14E+01,SETD3,SET domain containing 3
230899_at,4.98E-04,1.70E-04,9.27,SETD4,SET domain containing 4
213989_x_at,5.51E-01,5.09E-01,6.80E-01,SETD4,SET domain containing 4
219482_at,9.70E-01,9.66E-01,3.45E-02,SETD4,SET domain containing 4
222575_at,1.72E-11,4.24E-13,3.56E+01,SETD5,SET domain containing 5
1569106_s_at,1.17E-08,7.95E-10,2.47E+01,SETD5,SET domain containing 5
1569105_at,8.47E-05,2.21E-05,1.16E+01,SETD5,SET domain containing 5
244691_at,4.48E-04,1.51E-04,9.41,SETD5,SET domain containing 5
221806_s_at,1.22E-01,9.10E-02,2.44,SETD5,SET domain containing 5
1554555_a_at,1.30E-02,7.11E-03,5.14,SETD6,SET domain containing 6
219751_at,9.09E-01,8.97E-01,1.08E-01,SETD6,SET domain containing 6
224928_at,9.34E-06,1.77E-06,1.47E+01,SETD7,SET domain containing lysine methyltransferase 7
244653_at,5.82E-05,1.44E-05,1.21E+01,SETD7,SET domain containing lysine methyltransferase 7
240840_s_at,9.88E-03,5.21E-03,5.47,SETD9,SET domain containing 9
238465_at,1.31E-01,9.92E-02,2.35,SETD9,SET domain containing 9
203155_at,1.85E-08,1.35E-09,2.39E+01,SETDB1,SET domain bifurcated 1
214197_s_at,1.45E-01,1.11E-01,2.24,SETDB1,SET domain bifurcated 1
1564972_x_at,2.05E-03,8.61E-04,7.45,SETDB2,SET domain bifurcated 2
1564970_at,1.01E-02,5.35E-03,5.44,SETDB2,SET domain bifurcated 2
238684_at,1.59E-02,8.95E-03,4.89,SETDB2,SET domain bifurcated 2
238731_at,4.05E-02,2.59E-02,3.76,SETDB2,SET domain bifurcated 2
235339_at,4.37E-02,2.83E-02,3.66,SETDB2,SET domain bifurcated 2
235338_s_at,5.84E-02,3.93E-02,3.32,SETDB2,SET domain bifurcated 2
206554_x_at,2.01E-05,4.28E-06,1.36E+01,SETMAR,SET domain and mariner transposase fusion gene
1554060_s_at,8.78E-05,2.31E-05,1.16E+01,SETMAR,SET domain and mariner transposase fusion gene
1554059_at,1.18E-03,4.57E-04,8.16,SETMAR,SET domain and mariner transposase fusion gene
200630_x_at,3.01E-05,6.77E-06,1.30E+01,SETSIP///SET,SET-like protein///SET nuclear proto-oncogene
213047_x_at,1.87E-01,1.49E-01,1.93,SETSIP///SET,SET-like protein///SET nuclear proto-oncogene
40189_at,4.91E-01,4.46E-01,8.11E-01,SETSIP///SET,SET-like protein///SET nuclear proto-oncogene
200631_s_at,9.33E-01,9.24E-01,7.92E-02,SETSIP///SET,SET-like protein///SET nuclear proto-oncogene
215780_s_at,7.56E-01,7.28E-01,3.18E-01,SETSIP///SETP4///SET,SET-like protein///SET pseudogene 4///SET nuclear proto-oncogene
201964_at,1.04E-16,3.28E-19,5.98E+01,SETX,senataxin
232229_at,4.46E-04,1.50E-04,9.42,SETX,senataxin
201965_s_at,5.33E-01,4.90E-01,7.17E-01,SETX,senataxin
243430_at,4.98E-02,3.28E-02,3.51,SEZ6,seizure related 6 homolog
229651_at,5.85E-02,3.94E-02,3.31,SEZ6,seizure related 6 homolog
216047_x_at,3.80E-05,8.87E-06,1.27E+01,SEZ6L,seizure related 6 homolog like
213609_s_at,1.87E-03,7.73E-04,7.57,SEZ6L,seizure related 6 homolog like
207873_x_at,8.10E-02,5.72E-02,2.92,SEZ6L,seizure related 6 homolog like
211894_x_at,3.13E-01,2.67E-01,1.33,SEZ6L,seizure related 6 homolog like
240709_at,4.97E-01,4.52E-01,7.98E-01,SEZ6L,seizure related 6 homolog like
231650_s_at,6.32E-01,5.94E-01,5.23E-01,SEZ6L,seizure related 6 homolog like
238406_x_at,3.79E-04,1.24E-04,9.63,SEZ6L2,seizure related 6 homolog like 2
238404_x_at,5.99E-04,2.10E-04,9.03,SEZ6L2,seizure related 6 homolog like 2
218720_x_at,1.74E-03,7.14E-04,7.66,SEZ6L2,seizure related 6 homolog like 2
233337_s_at,1.83E-03,7.53E-04,7.6,SEZ6L2,seizure related 6 homolog like 2
223458_at,3.03E-03,1.34E-03,6.95,SEZ6L2,seizure related 6 homolog like 2
208313_s_at,6.10E-04,2.15E-04,9.01,SF1,splicing factor 1
210172_at,1.05E-01,7.66E-02,2.62,SF1,splicing factor 1
1555749_at,3.01E-01,2.56E-01,1.38,SF1,splicing factor 1
201356_at,1.19E-03,4.63E-04,8.14,SF3A1,splicing factor 3a subunit 1
216457_s_at,3.38E-03,1.52E-03,6.82,SF3A1,splicing factor 3a subunit 1
227516_at,5.07E-02,3.34E-02,3.49,SF3A1,splicing factor 3a subunit 1
201357_s_at,6.74E-01,6.39E-01,4.49E-01,SF3A1,splicing factor 3a subunit 1
209381_x_at,9.44E-03,4.94E-03,5.53,SF3A2,splicing factor 3a subunit 2
37462_i_at,7.31E-01,7.00E-01,3.58E-01,SF3A2,splicing factor 3a subunit 2
203818_s_at,1.66E-04,4.81E-05,1.07E+01,SF3A3,splicing factor 3a subunit 3
211185_s_at,6.33E-07,8.00E-08,1.85E+01,SF3B1,splicing factor 3b subunit 1
229303_at,5.59E-06,9.85E-07,1.54E+01,SF3B1,splicing factor 3b subunit 1
214305_s_at,8.07E-04,2.96E-04,8.65,SF3B1,splicing factor 3b subunit 1
201070_x_at,2.30E-03,9.81E-04,7.3,SF3B1,splicing factor 3b subunit 1
201071_x_at,5.53E-02,3.70E-02,3.38,SF3B1,splicing factor 3b subunit 1
200619_at,8.67E-05,2.28E-05,1.16E+01,SF3B2,splicing factor 3b subunit 2
1558230_at,1.68E-02,9.48E-03,4.83,SF3B2,splicing factor 3b subunit 2
200687_s_at,3.83E-02,2.43E-02,3.82,SF3B3,splicing factor 3b subunit 3
200688_at,1.65E-01,1.29E-01,2.08,SF3B3,splicing factor 3b subunit 3
209044_x_at,1.19E-09,5.75E-11,2.83E+01,SF3B4,splicing factor 3b subunit 4
221263_s_at,2.54E-01,2.11E-01,1.58,SF3B5,splicing factor 3b subunit 5
223416_at,2.34E-05,5.07E-06,1.34E+01,SF3B6,splicing factor 3b subunit 6
1561923_a_at,4.31E-01,3.85E-01,9.62E-01,SF3B6,splicing factor 3b subunit 6
215699_x_at,1.51E-02,8.43E-03,4.95,SFI1,SFI1 centrin binding protein
213431_x_at,4.38E-02,2.84E-02,3.66,SFI1,SFI1 centrin binding protein
214402_s_at,9.41E-02,6.78E-02,2.75,SFI1,SFI1 centrin binding protein
36545_s_at,5.70E-01,5.29E-01,6.41E-01,SFI1,SFI1 centrin binding protein
239054_at,7.65E-04,2.78E-04,8.72,SFMBT1,Scm-like with four mbt domains 1
213370_s_at,7.85E-01,7.60E-01,2.75E-01,SFMBT1,Scm-like with four mbt domains 1
227210_at,9.00E-03,4.68E-03,5.59,SFMBT2,Scm-like with four mbt domains 2
232938_at,7.45E-02,5.20E-02,3.02,SFMBT2,Scm-like with four mbt domains 2
33323_r_at,6.36E-04,2.25E-04,8.96,SFN,stratifin
209260_at,3.10E-02,1.91E-02,4.08,SFN,stratifin
33322_i_at,1.87E-01,1.49E-01,1.93,SFN,stratifin
214016_s_at,3.81E-10,1.53E-11,3.03E+01,SFPQ,splicing factor proline and glutamine rich
226898_s_at,1.29E-07,1.27E-08,2.09E+01,SFPQ,splicing factor proline and glutamine rich
201586_s_at,8.17E-04,3.00E-04,8.63,SFPQ,splicing factor proline and glutamine rich
201585_s_at,1.45E-01,1.11E-01,2.24,SFPQ,splicing factor proline and glutamine rich
221768_at,6.30E-01,5.91E-01,5.27E-01,SFPQ,splicing factor proline and glutamine rich
238794_at,5.07E-02,3.35E-02,3.49,SFR1,SWI5 dependent homologous recombination repair protein 1
236027_at,3.22E-01,2.75E-01,1.3,SFR1,SWI5 dependent homologous recombination repair protein 1
202036_s_at,1.22E-13,1.35E-15,4.49E+01,SFRP1,secreted frizzled related protein 1
202037_s_at,1.28E-11,2.98E-13,3.62E+01,SFRP1,secreted frizzled related protein 1
202035_s_at,1.62E-11,3.94E-13,3.57E+01,SFRP1,secreted frizzled related protein 1
228413_s_at,2.10E-02,1.23E-02,4.55,SFRP1,secreted frizzled related protein 1
223122_s_at,3.71E-08,3.02E-09,2.28E+01,SFRP2,secreted frizzled related protein 2
223121_s_at,6.82E-08,6.08E-09,2.19E+01,SFRP2,secreted frizzled related protein 2
204051_s_at,1.85E-03,7.66E-04,7.58,SFRP4,secreted frizzled related protein 4
204052_s_at,1.56E-01,1.20E-01,2.15,SFRP4,secreted frizzled related protein 4
207468_s_at,4.58E-01,4.12E-01,8.94E-01,SFRP5,secreted frizzled related protein 5
202775_s_at,3.02E-11,8.16E-13,3.46E+01,SFSWAP,splicing factor SWAP homolog
202774_s_at,1.37E-06,1.95E-07,1.74E+01,SFSWAP,splicing factor SWAP homolog
240078_at,2.88E-04,9.08E-05,1.00E+01,SFSWAP,splicing factor SWAP homolog
202773_s_at,1.96E-01,1.56E-01,1.88,SFSWAP,splicing factor SWAP homolog
225850_at,9.16E-07,1.22E-07,1.80E+01,SFT2D1,SFT2 domain containing 1
225849_s_at,3.52E-06,5.77E-07,1.60E+01,SFT2D1,SFT2 domain containing 1
232487_at,1.76E-02,1.00E-02,4.76,SFT2D1,SFT2 domain containing 1
1560694_at,5.21E-02,3.45E-02,3.45,SFT2D1,SFT2 domain containing 1
226836_at,1.42E-01,1.09E-01,2.26,SFT2D1,SFT2 domain containing 1
225356_at,5.87E-07,7.34E-08,1.87E+01,SFT2D2,SFT2 domain containing 2
214838_at,2.00E-04,5.97E-05,1.05E+01,SFT2D2,SFT2 domain containing 2
226639_at,2.84E-04,8.93E-05,1.00E+01,SFT2D3,SFT2 domain containing 3
229023_at,3.86E-02,2.45E-02,3.81,SFT2D3,SFT2 domain containing 3
229141_at,7.64E-07,9.90E-08,1.83E+01,SFT2D3///WDR33,SFT2 domain containing 3///WD repeat domain 33
218851_s_at,2.98E-05,6.70E-06,1.31E+01,SFT2D3///WDR33,SFT2 domain containing 3///WD repeat domain 33
222763_s_at,1.93E-04,5.75E-05,1.05E+01,SFT2D3///WDR33,SFT2 domain containing 3///WD repeat domain 33
223147_s_at,2.73E-01,2.28E-01,1.49,SFT2D3///WDR33,SFT2 domain containing 3///WD repeat domain 33
223146_at,3.87E-01,3.41E-01,1.09,SFT2D3///WDR33,SFT2 domain containing 3///WD repeat domain 33
229472_at,6.32E-01,5.94E-01,5.23E-01,SFT2D3///WDR33,SFT2 domain containing 3///WD repeat domain 33
243818_at,8.83E-03,4.58E-03,5.61,SFTA1P,"surfactant associated 1, pseudogene"
244056_at,8.02E-01,7.79E-01,2.50E-01,SFTA2,surfactant associated 2
228979_at,3.37E-07,3.85E-08,1.95E+01,SFTA3,surfactant associated 3
218835_at,5.72E-05,1.41E-05,1.22E+01,SFTPA2///SFTPA1,surfactant protein A2///surfactant protein A1
223678_s_at,1.80E-01,1.42E-01,1.98,SFTPA2///SFTPA1,surfactant protein A2///surfactant protein A1
37004_at,1.17E-13,1.28E-15,4.50E+01,SFTPB,surfactant protein B
209810_at,2.52E-11,6.61E-13,3.49E+01,SFTPB,surfactant protein B
213936_x_at,1.83E-09,9.37E-11,2.76E+01,SFTPB,surfactant protein B
214354_x_at,1.44E-03,5.74E-04,7.9,SFTPB,surfactant protein B
211735_x_at,4.96E-04,1.69E-04,9.28,SFTPC,surfactant protein C
38691_s_at,1.52E-03,6.09E-04,7.84,SFTPC,surfactant protein C
205982_x_at,4.96E-03,2.37E-03,6.33,SFTPC,surfactant protein C
214387_x_at,7.14E-02,4.94E-02,3.08,SFTPC,surfactant protein C
215454_x_at,4.49E-01,4.03E-01,9.16E-01,SFTPC,surfactant protein C
214199_at,7.81E-01,7.55E-01,2.81E-01,SFTPD,surfactant protein D
218392_x_at,1.15E-03,4.42E-04,8.19,SFXN1,sideroflexin 1
230069_at,3.66E-02,2.31E-02,3.88,SFXN1,sideroflexin 1
232055_at,8.61E-01,8.44E-01,1.69E-01,SFXN1,sideroflexin 1
227560_at,3.78E-02,2.40E-02,3.84,SFXN2,sideroflexin 2
